GeneID,GSM2436514,GSM2436515,GSM2436516,GSM2436517,GSM2436518,GSM2436519,GSM2436520,GSM2436521,GSM2436522,GSM2436523
100287102,3,3,1,0,1,2,0,3,2,1
653635,42,65,45,36,28,41,25,60,40,26
102466751,0,1,1,0,0,0,0,0,0,1
107985730,0,0,0,0,0,0,0,0,0,0
100302278,0,0,0,0,0,0,0,0,0,0
645520,0,0,0,0,0,0,0,0,0,0
79501,0,0,1,0,0,0,0,0,0,0
100996442,11,27,10,8,14,11,9,9,10,18
729737,11,29,11,16,20,20,11,23,5,11
102725121,3,2,1,0,1,1,0,2,1,2
102723897,47,71,49,41,32,45,31,70,45,31
102465909,0,1,1,0,0,0,0,0,0,1
107985721,0,0,0,0,0,0,0,0,0,1
112268260,4,12,1,2,5,2,6,2,3,8
729759,0,0,0,0,0,0,0,0,0,0
100132287,11,37,14,20,20,21,15,34,6,10
105378947,1,2,0,0,2,0,1,0,1,1
101928626,0,1,1,1,0,0,0,0,1,1
113219467,399,591,617,518,372,526,533,357,1018,487
81399,0,1,1,1,1,1,1,0,1,1
100133331,15,46,14,28,21,25,21,40,10,11
107984841,3,14,4,3,3,5,4,6,2,5
107984847,4,16,5,2,4,7,5,4,1,3
107984849,0,2,0,0,1,0,0,0,0,0
100288069,12,26,18,17,19,24,14,21,12,15
105378580,13,18,37,15,24,13,19,19,22,17
400728,8,11,16,7,12,13,9,4,11,10
79854,25,37,26,27,32,26,14,151,18,19
643837,237,110,165,159,216,175,184,206,177,151
107984850,1,0,3,0,1,0,0,0,0,0
284593,2,4,1,1,2,1,2,1,2,4
284600,1,0,0,0,0,1,0,0,0,0
100130417,0,0,0,1,0,0,1,4,0,0
107985728,0,0,0,0,0,0,0,3,0,3
148398,78,96,52,38,48,57,41,34,47,54
26155,734,1008,602,385,604,737,576,188,596,569
339451,73,64,43,16,40,28,19,30,30,42
84069,64,19,9,8,17,37,23,33,40,50
84808,3,1,0,2,2,6,2,11,3,6
57801,77,79,76,34,22,36,33,437,55,50
9636,738,1063,673,618,784,350,496,912,796,441
375790,96,387,315,156,406,380,105,192,73,262
100288175,8,0,3,0,0,1,3,1,2,1
112267874,0,0,0,0,0,0,0,1,0,0
105378948,6,0,2,0,0,1,2,1,2,1
401934,0,0,0,0,0,0,1,2,0,1
54991,183,370,97,109,164,164,117,92,164,114
254099,0,0,0,0,0,0,0,0,0,0
406984,0,0,0,0,0,0,0,0,0,0
406983,0,0,0,0,0,0,0,0,0,0
554210,0,0,0,0,0,0,0,0,0,0
100506376,0,1,0,0,0,1,1,4,0,0
254173,4,2,25,11,13,7,6,23,3,3
8784,52,0,9,1,3,27,50,18,61,55
7293,32,3,50,17,44,26,15,31,37,9
51150,949,1865,1820,808,1675,1572,1060,814,1717,1205
126792,210,431,273,99,150,236,198,91,300,175
388581,1,9,3,1,1,2,1,0,6,3
118424,344,759,569,208,389,469,361,171,661,421
101928895,3,3,3,3,3,6,2,7,3,6
6339,8,65,14,14,18,14,15,55,5,15
116983,231,348,76,73,107,158,98,152,129,164
102465434,0,0,0,0,0,0,0,0,0,0
109623456,0,0,0,0,0,0,0,0,0,0
126789,47,99,100,21,74,59,37,54,66,46
54973,931,1013,894,478,751,908,546,346,874,605
102465435,0,0,2,1,0,1,0,0,0,0
80772,179,328,339,99,352,305,167,162,477,235
83756,7,6,6,4,2,8,3,5,3,3
1855,152,368,147,77,89,145,112,183,118,125
102466740,0,0,0,1,0,1,1,0,0,0
54587,9,19,6,3,11,4,3,16,1,1
54998,680,1021,1022,432,628,706,520,423,892,476
81669,5242,9599,3611,4462,4130,6309,4587,2114,3734,3989
148413,121,159,180,74,157,153,108,109,261,145
55052,620,647,1099,426,575,687,584,462,1059,655
107984868,7,17,8,4,11,8,12,10,15,13
441869,322,237,311,84,279,189,174,251,354,192
105378585,18,7,21,7,19,10,12,31,25,7
643965,0,0,0,0,0,0,0,0,0,1
102724312,45,77,62,29,91,38,47,47,49,33
107985729,46,67,30,5,22,35,23,33,42,19
64856,905,1716,1439,477,2204,1345,910,1243,1133,1088
219293,57,54,35,14,30,37,36,29,23,29
83858,302,764,186,153,272,345,275,229,235,228
55210,207,416,191,96,216,229,167,121,162,207
339453,0,0,0,0,0,0,0,0,0,0
29101,1508,1206,1616,617,1009,1307,1165,612,1969,1285
643988,20,0,0,0,0,8,12,4,18,9
105378586,1,0,0,0,0,1,2,0,2,0
142678,370,460,242,131,238,360,219,239,316,319
8510,10,2,4,2,3,5,1,6,4,3
984,436,816,845,556,429,485,509,317,634,405
728661,149,542,190,181,217,252,175,298,276,299
8511,4,0,2,1,2,2,0,2,2,1
728642,423,756,730,482,354,322,442,325,779,364
9906,80,392,123,127,142,133,149,183,214,167
112268218,18,57,57,38,29,45,24,19,34,28
65220,229,639,597,332,386,656,275,173,415,406
2782,3435,5951,4355,2163,3821,4815,4465,1656,5151,4286
105378949,2,10,1,2,1,0,3,6,4,0
163688,0,0,0,0,0,0,0,0,0,0
339456,5,32,4,5,6,8,5,35,23,8
85452,0,0,0,1,0,0,0,0,0,0
107984872,0,0,0,0,0,0,0,0,0,0
105378589,11,0,4,1,3,0,1,0,4,5
2563,16,0,5,3,11,2,3,2,76,23
105378590,0,0,0,0,0,0,0,0,0,0
105378591,0,0,0,0,0,0,0,1,0,0
5590,62,39,21,5,8,27,37,18,41,36
100506504,5,5,4,1,3,3,1,4,3,3
199990,215,290,355,134,261,227,169,260,294,169
112268219,17,58,19,10,12,15,6,24,10,11
105378593,1,0,2,1,0,2,1,0,0,4
6497,225,674,313,317,373,510,394,451,181,347
79906,79,167,56,30,37,36,26,34,25,41
100129534,6,39,8,5,3,25,9,18,6,11
11079,1069,1331,1648,671,1122,1161,963,395,1722,1205
5192,194,299,235,135,266,228,172,63,293,233
9651,150,23,10,2,2,41,64,34,87,129
55229,251,471,273,124,258,278,208,106,257,262
388585,31,38,36,8,33,32,24,24,56,13
115110,148,252,110,124,144,169,98,295,180,132
8764,1163,2068,1024,876,1061,1261,821,2878,1230,963
100996583,16,34,8,9,20,13,16,11,26,11
127281,271,817,639,265,971,610,427,167,570,587
79258,73,181,86,36,148,114,103,49,126,116
105378597,1,0,0,0,0,0,0,0,0,0
100287898,9,23,2,1,0,6,5,16,0,9
105378603,0,0,0,0,0,0,0,0,0,0
105378602,0,0,0,0,0,0,0,0,0,0
105378601,0,0,0,0,0,0,0,0,0,0
112268220,0,0,0,0,0,0,0,0,0,0
107985732,0,0,0,0,0,0,0,0,0,0
105378600,0,0,0,0,0,0,0,0,0,0
105378598,0,0,0,0,0,0,0,0,0,1
107984904,0,0,0,0,0,0,0,0,0,0
105378599,0,0,0,0,0,0,0,0,0,0
140625,0,0,0,0,0,0,0,0,0,0
440556,0,0,11,3,3,0,2,13,1,0
63976,7,21,18,21,8,1,14,2,4,6
100422968,0,0,0,0,0,0,0,0,0,0
105378606,0,0,0,0,0,0,0,0,0,0
107984909,0,0,0,0,0,0,0,1,0,0
105378605,0,0,0,1,0,0,1,0,0,1
105378604,25,78,4,7,13,10,15,20,20,22
27237,4,49,1,4,7,21,2,8,3,11
1953,867,1559,521,452,796,830,540,1274,394,836
105378608,1,9,1,3,0,0,1,5,0,0
693135,0,0,0,0,0,0,0,0,0,0
105378607,0,0,0,0,0,0,0,7,0,0
127262,268,397,379,171,394,269,225,304,412,320
49856,202,335,366,157,302,284,254,104,385,270
7161,5,12,1,1,2,5,14,10,10,20
105378610,0,0,0,0,0,0,0,0,0,0
105378609,0,0,0,0,0,0,0,0,0,0
57212,174,292,104,65,80,201,165,105,211,154
148870,0,0,0,0,0,1,0,0,0,0
388588,0,5,0,0,0,0,1,5,1,1
57470,463,524,498,229,451,419,330,119,520,365
9731,351,810,590,404,520,541,486,190,456,547
1677,32,69,63,49,70,59,54,20,110,73
107984910,0,0,1,0,0,1,0,0,2,2
339448,231,402,371,182,331,321,208,104,679,433
100133612,0,0,0,0,0,0,1,0,0,0
728716,0,0,0,0,0,0,0,0,0,0
105376672,0,0,0,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0,0,0,0,0
284661,0,0,0,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0,0,0
107985376,0,0,0,1,4,3,3,0,4,3
55966,148,83,70,22,133,139,93,19,139,109
105376680,0,0,0,0,0,0,0,0,0,0
102724429,0,0,1,0,0,0,0,0,0,0
105376681,0,0,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0,0,0
105376686,0,0,0,0,0,0,0,0,0,0
100616421,0,0,0,0,0,1,0,0,0,0
261734,106,146,72,51,85,93,69,56,82,85
8514,36,55,53,25,35,32,27,22,31,49
26038,1,2,0,0,1,4,1,0,1,0
105376687,0,0,0,0,0,0,0,0,0,0
6146,1425,1591,2337,1008,1281,1539,1388,1838,2412,1617
107985733,4,6,9,4,7,10,5,6,10,8
102724450,2,0,2,3,0,2,0,1,3,3
388591,87,19,44,56,53,62,44,121,70,67
23463,480,662,877,427,990,765,671,357,1181,943
148645,0,0,1,0,0,0,1,0,5,3
390992,0,0,0,0,0,0,0,0,0,0
387509,6,0,1,0,0,0,6,6,4,4
11332,139,167,229,97,207,119,70,47,126,97
54626,25,17,3,2,1,19,19,10,22,25
83715,32,3,4,0,1,10,12,12,6,13
100422975,0,0,0,0,0,0,0,0,0,0
8718,65,12,31,14,24,34,24,48,19,40
57449,82,146,199,74,200,142,152,90,169,191
79707,282,540,403,258,298,381,387,105,354,479
80835,5,6,6,0,4,4,1,7,4,5
107984912,0,0,1,0,0,0,0,1,1,0
3104,210,301,164,111,192,212,157,106,283,192
9903,2017,1384,179,377,211,599,609,350,216,386
107984913,14,8,7,8,3,3,4,21,14,7
148479,451,326,260,180,408,319,381,507,238,383
90326,197,376,190,106,209,177,148,226,254,139
55735,306,564,332,226,306,376,357,112,362,363
100505887,0,0,0,0,0,0,0,0,0,0
110841581,28,29,5,6,12,15,6,24,9,7
23261,1230,1306,1357,855,1036,908,933,1126,1328,807
105376692,0,0,0,0,0,0,0,0,0,0
102725193,1,0,2,0,0,1,0,0,0,1
101928836,19,48,37,14,18,24,13,21,60,21
105376691,0,0,0,0,0,0,0,0,0,0
105376689,34,8,6,7,3,6,7,57,9,4
9341,3807,5172,5882,2688,6163,4526,4450,1943,7475,5900
8863,882,1814,296,418,777,1157,675,1076,725,1239
10911,0,0,0,1,1,0,1,0,0,0
3604,64,13,12,9,18,0,9,6,0,9
11315,1534,1448,2575,970,1514,1214,1264,891,2330,1556
54206,1165,646,364,768,518,780,655,718,934,1098
107984915,0,0,0,0,0,0,0,0,0,0
102724539,0,0,0,0,0,0,0,0,0,1
105376695,0,0,0,0,0,0,0,0,0,0
50651,11,36,18,3,26,21,12,14,34,26
473,540,2182,779,847,977,1184,888,906,660,978
102724552,16,17,6,6,9,11,6,17,8,8
106632271,0,2,0,0,0,0,0,0,0,0
2023,10268,12490,13511,6615,9982,9426,7922,3307,10024,8062
102465436,1,0,1,2,1,0,1,2,0,2
100505975,10,35,10,14,8,8,11,19,15,11
112268261,9,14,16,4,9,13,13,11,16,10
765,0,0,0,0,0,0,0,0,0,0
155184,0,1,0,2,0,0,0,0,0,0
6518,15,0,4,0,0,0,11,0,6,15
80045,78,236,124,55,106,125,121,52,153,243
106614088,1,0,4,5,1,1,0,13,1,1
407040,0,0,0,0,0,0,0,0,0,0
102724571,0,0,3,2,4,1,0,5,2,2
9563,751,1786,1051,697,919,934,788,458,604,1518
80176,1436,1826,945,551,895,1412,906,502,641,1157
100506022,14,0,6,6,6,8,4,1,23,7
84275,608,449,405,372,422,334,479,296,564,475
199953,71,85,50,27,68,65,64,62,61,82
107985734,1,2,5,2,3,5,5,5,4,2
105376712,0,0,0,0,0,0,0,0,0,0
5293,67,72,34,28,51,48,54,38,50,48
644997,0,0,0,0,0,0,0,0,0,0
101929074,0,0,0,0,1,0,0,0,1,1
22883,508,839,800,363,725,818,677,532,683,1116
56998,420,258,208,72,238,225,266,119,340,400
105376717,7,7,5,3,3,5,3,3,5,5
84328,222,523,405,244,245,230,291,225,348,484
64802,95,191,299,85,172,161,156,57,298,217
113391335,0,0,5,1,1,1,2,4,1,3
100847055,0,0,0,0,0,0,0,0,0,0
116362,721,820,1779,658,904,723,704,1296,1935,742
10277,134,394,242,199,282,274,251,263,249,304
23095,733,738,571,945,720,817,889,755,404,836
105376725,1,8,2,6,1,4,1,7,0,1
5226,240,268,499,199,460,351,314,188,427,372
100526739,36,53,41,16,51,37,29,47,76,43
378708,43,59,43,15,61,39,37,37,89,53
1325,4,5,12,10,7,9,8,31,6,8
1676,439,990,1053,483,603,613,648,295,711,717
5195,73,78,78,34,55,72,49,59,67,69
54897,475,1529,538,365,323,726,731,416,375,553
105376733,0,0,0,0,0,0,0,0,0,0
105376735,0,0,0,0,0,0,0,0,0,0
148345,0,0,0,0,0,0,0,0,0,0
23435,1812,2025,1535,1198,1623,2080,2059,862,1700,2198
10747,6,36,3,7,3,12,7,1,5,9
6723,290,569,705,277,433,465,251,159,631,378
5394,1361,2098,1565,858,1265,1444,1317,601,1333,1296
105376736,11,15,13,7,15,13,8,7,16,10
2475,193,472,317,235,283,367,277,214,225,323
100873935,1,2,1,3,1,1,1,2,0,2
10218,0,0,0,1,0,1,0,1,1,2
29914,109,289,237,96,181,169,163,56,313,211
105376737,0,0,0,0,0,0,0,0,0,1
105376739,0,0,0,0,0,0,0,0,0,0
105376740,0,0,0,0,0,0,0,0,0,0
57540,0,15,5,5,6,1,2,0,2,3
112268221,0,3,0,1,1,1,0,0,1,1
101929181,0,0,0,0,0,0,0,0,0,0
26232,12,0,12,0,1,7,10,8,23,14
93611,108,136,100,35,56,93,73,140,110,105
26270,105,116,161,62,78,72,77,58,145,82
10459,503,645,706,343,561,471,328,340,671,378
374946,0,1,2,3,3,1,1,1,2,1
57085,452,859,985,562,663,669,423,647,987,521
284498,32,66,26,20,17,39,20,32,33,29
102724659,0,1,0,0,0,1,4,3,0,0
4524,194,384,168,160,138,202,117,219,186,187
1185,196,484,225,203,213,300,218,355,177,256
100379251,33,97,21,24,39,48,25,44,21,32
4878,14,34,6,11,5,11,5,14,8,8
4879,0,0,0,0,0,0,0,0,0,0
26829,7,20,3,1,2,6,4,7,6,5
90231,261,561,512,238,484,451,350,357,568,373
5351,652,760,752,436,1293,610,521,634,1021,936
9927,1189,847,827,697,1160,944,988,570,790,1253
60672,210,594,340,209,338,292,260,162,400,201
102466982,0,1,1,0,1,0,0,0,1,0
943,64,197,130,53,244,113,49,91,141,71
102465836,2,3,4,2,4,2,1,2,0,2
7133,1725,4274,4804,2528,4393,2534,1741,3058,2075,2263
100616438,0,4,1,1,1,1,0,2,1,0
107984917,23,7,15,11,13,11,17,4,8,7
55187,643,1335,596,716,573,995,726,727,346,806
677885,5,3,2,0,1,2,2,4,1,2
105376744,0,0,0,2,1,2,3,2,0,0
9249,98,96,342,71,252,84,47,136,289,198
102466722,0,0,0,1,1,0,0,0,0,1
343066,0,0,0,0,0,0,0,0,0,0
126767,0,0,0,0,0,0,0,0,0,0
93190,0,0,0,1,0,0,0,0,0,0
390999,0,0,0,0,0,0,0,0,0,0
65121,0,0,0,0,0,0,0,0,0,0
105376745,0,0,0,0,0,0,0,0,0,0
440560,0,0,0,0,0,1,0,0,0,0
343069,73,45,38,29,27,34,34,26,33,31
65122,0,0,0,0,0,0,0,0,0,0
400735,0,0,0,0,0,0,0,0,0,0
343071,0,0,0,0,0,0,0,0,0,0
441871,0,0,0,0,0,0,0,0,0,0
440561,0,0,0,0,0,0,0,0,0,0
101929983,0,0,0,0,0,0,0,0,0,0
649330,1,1,0,0,0,1,2,0,1,1
441873,0,1,0,0,0,0,0,0,0,0
649324,0,0,0,0,0,0,0,0,0,0
440563,46,27,23,20,16,21,21,17,21,21
645354,0,0,0,0,0,0,0,0,0,0
645359,0,0,0,0,0,0,0,0,0,0
101060301,1,1,0,0,1,1,2,0,1,1
343070,0,0,0,0,0,0,0,0,0,0
400736,0,0,0,0,0,0,0,0,0,0
391003,0,0,0,0,0,0,0,0,0,0
343068,0,0,0,0,0,0,0,0,0,0
391002,0,0,0,0,0,0,0,0,0,0
645382,0,0,0,0,0,0,0,0,0,0
653619,0,0,0,0,0,0,0,0,0,0
729528,0,0,0,0,0,0,0,0,0,0
645414,0,0,0,0,0,0,0,0,0,0
391004,0,0,0,0,0,0,0,0,0,0
645425,0,0,0,0,0,0,0,0,0,0
126755,0,0,0,0,0,0,0,0,1,0
102724856,0,0,0,0,0,0,0,0,0,0
107984918,0,0,0,0,0,0,0,0,0,0
10630,14,12,2,0,3,33,33,5,62,43
107984919,0,0,0,0,0,0,0,0,1,0
105378612,1,0,0,0,0,0,0,0,0,0
105376756,0,0,0,0,0,1,0,0,0,0
7799,606,1171,608,552,605,837,832,598,562,903
23254,580,942,348,245,195,515,355,419,271,264
107985467,0,0,0,0,0,1,0,0,0,0
107985468,0,0,0,0,0,0,0,0,0,0
105376762,0,0,0,0,0,0,0,0,0,0
105376759,0,0,0,0,0,0,0,0,0,0
107985469,0,0,0,0,0,0,1,0,0,0
200197,55,36,11,10,15,23,16,32,17,15
55092,286,136,66,32,84,142,93,95,69,84
727684,1,24,3,3,3,4,1,14,0,4
114827,9,0,4,3,3,2,5,0,2,5
101927417,11,0,10,3,6,1,2,1,7,8
101927441,82,87,40,56,70,68,69,108,15,42
79180,4039,5159,3889,1799,3327,3768,2895,937,1813,2308
11330,23,24,3,4,9,23,18,2,3,2
63036,3,0,0,0,1,2,3,0,0,0
105376767,5,0,0,1,2,2,2,0,1,1
51032,5,1,0,2,1,3,2,0,1,0
842,46,80,96,45,104,60,66,45,100,70
23341,128,406,228,137,215,231,210,113,231,304
107397391,0,0,0,0,0,0,0,0,0,0
79814,3,2,1,1,2,1,3,1,3,6
84301,185,189,188,156,224,220,188,205,162,335
6248,38,37,31,25,60,37,31,51,25,59
23207,856,1440,623,475,347,647,571,753,374,363
284723,35,30,3,10,6,4,5,25,7,8
110806303,2,1,3,1,1,0,1,1,0,0
388595,3,0,0,0,0,0,0,0,0,0
54751,22,12,53,3,8,11,6,3,9,22
440567,61,65,131,31,71,57,64,47,132,66
729614,85,204,110,112,119,106,123,114,149,88
23013,2328,3556,1646,2305,1612,2939,2586,2218,713,2019
7709,871,1174,460,412,411,716,490,395,349,356
149563,1,0,0,1,0,0,0,0,0,0
27129,1,1,1,0,1,5,0,0,2,1
1187,0,0,0,1,0,0,0,0,0,0
1188,0,0,0,3,0,0,0,0,0,0
348487,1,0,1,0,0,0,0,0,2,2
1969,2795,1527,1067,747,1290,1846,1552,515,474,1414
101927479,53,101,29,23,17,49,36,27,7,10
128272,166,244,277,76,193,117,82,203,254,275
101927546,20,40,40,9,42,19,14,31,42,25
79363,6,41,37,11,9,8,13,16,29,18
54455,247,315,250,229,341,321,329,243,384,311
26099,463,699,584,265,427,514,474,330,521,676
374955,171,391,270,146,213,266,258,166,258,381
55707,996,1669,2270,1139,1692,1342,1285,631,2064,1432
107984921,9,23,9,13,3,9,13,10,3,13
114819,19,66,23,25,39,43,35,55,23,33
26871,12,10,3,2,1,6,3,3,4,2
107985757,0,0,0,0,0,0,0,0,0,0
100132147,1,0,0,0,0,1,1,0,0,0
107985758,1,0,0,0,0,0,0,0,0,0
7195,0,0,0,0,0,0,0,0,0,0
55672,179,248,189,98,199,166,116,87,128,130
105376794,56,68,62,37,87,71,33,125,129,42
84809,98,82,67,28,108,81,39,116,122,46
11209,28,16,13,12,15,23,14,26,20,12
107985736,3,2,3,3,1,1,2,1,0,3
26869,10,9,1,1,1,5,2,3,5,2
107985759,0,0,0,0,0,0,0,0,0,0
284729,1,0,0,0,0,0,0,0,1,1
100189045,0,0,0,0,0,0,0,0,0,0
6060,10,10,2,2,2,6,3,3,4,1
11223,16,12,10,12,10,11,9,11,10,11
100500876,0,0,0,0,0,0,0,0,0,0
100189298,0,0,0,0,0,0,0,0,0,0
112267871,0,0,0,1,0,3,1,0,0,0
7193,0,0,0,0,0,0,0,0,0,0
100189183,0,0,0,0,0,0,0,0,0,0
105376805,42,66,63,44,48,59,53,106,201,59
791226,0,0,0,0,0,0,0,0,0,0
26870,9,9,1,2,3,5,4,4,4,2
9696,162,253,146,110,236,191,102,309,175,160
4237,22,0,6,3,3,3,6,0,6,4
105376806,1,0,3,0,1,0,0,0,2,2
23400,196,661,229,156,283,364,204,22,279,264
6390,1020,1143,1758,640,1075,825,885,568,1911,1076
11240,0,0,0,0,0,0,4,0,0,3
105376808,0,0,0,0,0,0,0,0,0,0
400743,0,0,0,0,0,0,0,0,0,0
29943,0,2,1,0,0,1,0,0,0,0
51702,0,0,0,0,0,0,1,0,1,2
100616188,0,0,0,0,0,0,0,0,0,0
23569,0,1,0,0,0,0,0,0,0,0
353238,0,0,0,0,0,0,0,0,0,0
55920,330,452,483,306,705,540,517,203,419,651
55160,34,0,4,3,2,14,22,20,24,34
107984028,0,0,0,0,0,0,0,0,0,0
81569,0,0,0,0,0,0,0,0,0,0
105376809,0,0,0,0,0,0,0,0,0,0
105376812,0,0,0,0,0,0,0,0,0,0
101927876,0,0,0,0,0,0,0,0,0,0
84966,1,0,0,0,0,0,0,1,0,0
105376814,0,1,0,1,0,0,0,0,1,0
127707,2,0,1,0,1,1,0,1,1,0
5081,0,0,0,0,0,0,0,0,0,0
80834,0,0,0,0,0,0,0,0,1,0
8659,97,206,73,42,90,104,65,21,150,152
100616120,0,0,0,0,0,0,0,0,0,0
100302276,0,0,0,0,0,0,0,0,0,0
126917,136,67,24,25,30,89,60,262,60,187
105376815,0,0,0,0,0,0,0,0,0,0
23352,962,1790,942,1429,1152,1458,1168,1874,478,985
101927895,64,62,37,29,41,50,44,48,44,44
23065,498,1044,524,295,674,621,457,309,478,685
51154,444,588,567,254,393,492,406,196,671,462
246181,15,29,36,13,24,22,17,10,24,15
22977,18,18,21,9,17,19,11,8,17,11
100506730,12,25,28,11,21,14,13,9,14,17
8574,300,566,641,283,472,410,298,241,630,348
54896,40,158,94,56,113,64,51,51,110,53
832,2833,2615,3339,1518,2790,2276,2241,2018,3395,2189
105376819,1,0,0,0,4,1,0,2,1,1
105376818,0,0,0,0,0,0,1,0,0,1
105376817,0,0,0,0,0,0,0,1,2,0
105378614,0,2,1,0,0,0,0,2,0,0
440574,684,629,1442,473,541,740,655,657,1573,828
100532736,748,914,794,641,700,1573,873,729,1237,955
644068,244,161,424,134,189,162,163,251,348,207
4681,743,938,756,658,706,1622,911,749,1200,961
3362,1,5,2,0,2,4,3,0,1,1
255104,139,332,230,157,224,223,121,81,198,163
54546,0,0,0,0,0,0,0,0,0,0
105376823,1,0,0,0,0,0,0,1,0,0
23252,104,111,47,60,37,89,72,49,69,81
30814,0,0,0,0,0,0,0,0,0,0
5320,0,0,0,0,0,0,1,0,0,0
5322,0,0,0,0,0,0,0,0,0,0
26279,4,0,0,0,0,0,4,0,0,1
64600,14,0,1,0,0,0,1,0,3,0
391013,1,0,0,1,0,1,1,0,0,0
127733,141,315,249,112,146,324,216,69,379,263
101928017,3,0,12,3,4,11,7,12,11,8
105376825,2,1,1,3,3,10,19,0,5,4
105376826,0,0,0,0,0,0,0,0,0,0
105376827,0,0,0,0,0,0,0,0,0,0
105376828,0,0,0,0,0,0,0,0,0,0
127731,0,0,0,0,0,0,0,0,0,0
339505,0,0,0,0,0,0,0,0,0,0
55450,22,1,1,7,7,31,39,137,9,1
79594,674,758,561,318,561,392,466,262,555,447
163933,0,0,1,0,2,0,0,0,1,0
978,61,20,163,31,62,4,1,0,35,38
65018,425,567,914,295,729,572,358,256,698,603
102464833,20,28,33,9,24,17,11,7,23,15
100861548,357,528,641,253,627,431,336,221,585,512
1650,2116,3010,3916,1552,3515,2428,2266,1372,3503,2564
57576,91,280,237,137,277,155,134,361,178,183
400745,0,0,0,0,0,0,0,0,0,0
112268222,567,588,370,309,355,417,383,331,446,602
50809,2284,2593,1998,1435,1764,1989,1774,1257,1996,2534
8672,556,1302,758,683,769,794,566,990,577,819
105376830,0,5,3,6,1,6,6,2,0,3
105376829,0,2,4,5,3,4,2,2,1,5
100302155,0,0,0,0,0,0,0,0,0,0
1889,4808,10328,5506,3403,7715,7728,4580,1274,5069,5781
100506801,14,50,27,26,13,34,20,27,3,8
105376832,0,0,0,0,0,0,0,0,0,0
84224,15,53,52,12,56,26,21,25,33,22
249,25,143,49,51,70,21,34,289,91,24
105376834,2,0,0,0,2,0,0,0,0,1
5909,4,10,0,1,0,1,7,6,1,7
84196,714,1227,946,585,838,827,710,660,839,839
401944,190,348,254,122,304,286,124,463,99,186
3339,1079,7958,3947,2037,7632,5794,2122,3472,1362,4006
23436,0,0,0,0,0,0,0,0,0,0
10136,0,0,0,0,0,0,0,0,0,0
101928043,7,0,9,9,4,3,0,2,2,3
29092,116,214,297,75,263,114,179,82,171,129
112268223,19,9,19,5,12,16,19,13,15,10
998,1390,1254,2889,1642,2164,2089,2320,2049,4378,3447
54361,144,57,54,9,10,163,217,82,304,252
105376845,17,14,5,1,1,14,15,9,28,12
105376850,5,0,3,1,3,13,6,1,3,7
107985377,0,0,0,0,0,0,0,0,0,0
100616433,0,0,0,0,0,0,0,0,0,0
105376856,0,0,0,0,0,0,0,0,0,0
9923,91,532,198,164,208,341,252,116,276,369
2046,1,1,0,0,0,0,0,0,0,0
102466615,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,1,0,0,0,1
714,0,0,0,0,0,0,1,0,0,1
713,0,0,0,0,1,0,1,0,0,2
2048,6,3,1,2,1,5,0,0,1,4
100616391,0,0,0,0,0,0,0,0,0,0
100422914,0,0,0,0,0,0,0,0,0,0
646262,0,0,0,0,0,0,0,0,0,0
729059,0,0,2,0,0,0,2,0,1,2
23028,1092,1645,1015,771,998,1045,982,539,1113,1226
100422866,0,0,0,0,0,0,0,0,0,0
7798,3985,5249,4105,3143,3200,3816,3626,3495,1389,2726
3352,0,0,0,0,0,0,0,1,0,0
100996511,11,18,12,25,9,19,24,9,4,20
10236,2578,3904,3099,1878,2276,2558,2880,1662,2432,2824
80818,744,1358,573,533,966,921,1483,354,1981,1832
148898,76,182,69,46,99,86,131,105,127,92
6920,632,1077,777,301,536,607,670,477,710,558
55616,578,978,645,274,758,447,430,407,378,402
1870,5,0,3,0,1,0,3,2,6,13
101928163,0,0,0,0,0,0,0,0,0,2
105376859,4,0,0,5,1,2,3,2,9,0
3399,3114,5162,2916,1291,3964,3543,3851,3895,9524,3932
107984928,0,0,0,0,0,0,0,0,0,0
259283,0,0,0,0,0,0,0,3,1,0
6135,2972,5237,9579,3102,4944,4679,4470,4286,9457,4741
6924,869,1295,1331,818,857,1002,918,358,945,905
100506963,40,115,105,45,71,62,45,44,102,58
57095,955,1176,1261,614,1000,834,970,592,1237,913
105376860,42,37,52,21,27,44,25,9,36,22
11313,737,716,1241,515,711,799,590,340,809,563
2582,294,500,611,350,305,262,274,181,243,193
3155,308,192,661,231,463,343,230,300,613,339
105376861,0,0,0,0,2,0,0,0,1,0
2517,264,621,579,335,519,511,443,286,785,481
1269,0,1,0,1,0,2,0,3,0,0
107984929,0,0,0,0,0,0,0,0,0,0
100616492,0,0,0,0,0,0,0,0,0,0
55629,3928,4143,2622,3174,3275,3143,4374,3959,3460,4094
10772,3068,3117,2097,2375,1578,2177,2841,3344,2652,2546
105378615,0,0,0,0,0,0,0,0,0,0
105376863,0,0,0,1,2,0,0,0,0,0
107984931,0,0,1,1,0,1,0,0,0,1
127294,12,16,18,21,31,16,5,7,13,13
107985737,0,9,0,0,0,0,0,0,0,0
105376864,1,0,0,1,0,0,1,0,1,0
58985,7,0,0,0,2,3,13,1,20,25
